n 		 spin_accpt		Ecalc		 Mabs_calc
8121		2290		-798.802611		399.694619
8131		2305		-798.874431		399.711229
8141		2240		-798.915612		399.724358
8151		2323		-798.911545		399.724206
8161		2350		-798.837397		399.702242
8171		2310		-798.894627		399.717782
8181		2266		-798.917492		399.724239
8191		2490		-798.815285		399.698450
8201		2252		-798.896232		399.716376
8211		2342		-798.862989		399.710389
8221		2404		-798.875563		399.713174
8231		2392		-798.892966		399.718625
8241		2314		-798.838490		399.704647
8251		2326		-798.866562		399.709611
8261		2382		-798.908607		399.722794
8271		2240		-798.912344		399.721195
8281		2372		-798.878879		399.714286
8291		2464		-798.865758		399.711012
8301		2384		-798.824720		399.700759
8311		2432		-798.920467		399.724462
8321		2431		-798.799183		399.693066
8331		2404		-798.903373		399.719361
8341		2506		-798.737801		399.678456
8351		2331		-798.873428		399.713088
8361		2526		-798.822150		399.698122
8371		2662		-798.734201		399.677219
8381		2456		-798.887006		399.715547
8391		2344		-798.870218		399.712549
